index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],connected_devices_dict,options_dict,response_time_korean,joi_pred_cloud_korean,response_time_english,joi_pred_cloud_english,cloud_similarity_cloud_korean,cloud_similarity_cloud_english,local_similarity
382,7,0,10,"월요일 오후에, 1초마다 확인하여 창문이 열렸을 때부터 닫힐 때까지 걸린 시간이 15초 이상인 경우가 3회 연속 발생했으면 알람의 사이렌을 1초간, 3초 간격으로 세 번 울려 줘.","On Monday afternoon, check every second and if there are three consecutive occasions where the time from window opening to window closing is 15 seconds or more, sound the alarm's siren three times, each for 1 second, at 3-second intervals.",,,"{""name"": ""Scenario1"", ""cron"": ""0 12 * * 1"", ""period"": 1000, ""code"": ""prev_state := (#Window).windowControl_window\nopen_start_time := -1.0\nlong_open_count := 0\ncurrent_state = (#Window).windowControl_window\ncurrent_time = (#Clock).clock_timestamp\nif (current_state == \""open\"") {\nif (open_start_time == -1.0) {\nopen_start_time = current_time\n}\n} else if ((prev_state == \""open\"") and (open_start_time != -1.0)) {\nduration = current_time - open_start_time\nif (duration >= 15.0) {\nlong_open_count = long_open_count + 1\n} else {\nlong_open_count = 0\n}\nopen_start_time = -1.0\n}\nprev_state = current_state\nif (long_open_count >= 3) {\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\n(#Clock).clock_delay(3000)\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\n(#Clock).clock_delay(3000)\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\nlong_open_count = 0\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\\n(#clock).clock_delay(5000)\\n(#Irrigator).irrigatorOperatingState_startWatering()\\n""}",0.75,,,,,,,,,0.0,0.0,
383,7,0,10,"실시간으로 확인하여 움직임이 감지됐을 때 창문이 열려 있던 비율이 50%를 넘으면, 이후 조명이 켜질 때마다 창문도 함께 열어 줘.","Check in real time. If the percentage of windows that are open when motion is detected is greater than 50%, then open the windows whenever the lights are turned on afterward.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_detected_count := 0\nmotion_with_window_open_count := 0\nenable_window_open := False\nprev_light_state := (#Light).switch_switch\nmotion = (#MotionSensor).motionSensor_motion\nwindow_state = (#Window).windowControl_window\nlight_state = (#Light).switch_switch\nif (motion == \""active\"") {\nmotion_detected_count = motion_detected_count + 1\nif (window_state == \""open\"") {\nmotion_with_window_open_count = motion_with_window_open_count + 1\n}\nif (motion_detected_count > 0) {\nratio = motion_with_window_open_count * 1.0 / (motion_detected_count * 1.0)\nif (ratio > 0.5) {\nenable_window_open = True\n}\n}\n}\nif (enable_window_open) {\nif ((prev_light_state == \""off\"") and (light_state == \""on\"")) {\n(#Window).windowControl_open()\n}\n}\nprev_light_state = light_state""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState_isOpen == true && (#TemperatureSensor).temperatureMeasurement_temperature >= 35.0) {\\n(#clock).clock_delay(10000)\\n(#Blind).blindControl_down()\\n""}",0.306,,,,,,,,,0.0,0.0,
384,7,0,11,"3월부터 9월까지, 실시간으로 확인하여 토양 습도 센서의 값이 30% 이하이면 5초 대기 후 관개 장치를 켜고, 추가로 10초 대기 후 알람의 사이렌을 울린 다음, 그 후로부터 15초 동안 습도 값이 계속 30% 이하이면 블라인드를 닫아 줘.","From March through September, check in real-time and turn on the irrigation after a 5-second wait if the soil moisture sensor reads 30% or less, wait another 10 seconds, sound the alarm's siren. After that, if the soil moisture remains at or below 30% continuously for the next 15 seconds, close the blinds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""monitoring := false\nstart_time := 0\n\nif (((#Clock).clock_month >= 3) and ((#Clock).clock_month <= 9)) {\nif ((monitoring == false) and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0)) {\n(#Clock).clock_delay(5000)\n(#Irrigator).switch_on()\n(#Clock).clock_delay(10000)\n(#Alarm).alarm_siren()\nstart_time = (#Clock).clock_timestamp\nmonitoring = true\n}\n}\n\nif (monitoring == true) {\ncurrent = (#Clock).clock_timestamp\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > 30.0) {\nmonitoring = false\n} else if ((current - start_time) >= 15.0) {\n(#Blind).blind_close()\nmonitoring = false\nbreak\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#HumiditySensor).humidityMeasurement_currentHumidity >= 80.0) {\\n(#clock).clock_delay(3000)\\n(#Dehumidifier).dehumidifierOperatingState_startDehumidifying()\\n(#clock).clock_delay(7000)\\n(#Window).windowControl_closeWindow()\\n""}",0.265,,,,,,,,,0.0,0.0,
385,7,0,11,"토양 습도 센서의 값이 25% 이하로 떨어지면 3초 간격으로 총 다섯 번 알람의 사이렌을 1초간 울리고, 그 후 10초 대기 후 블라인드를 닫아 줘.","If the soil moisture sensor drops below 25%, sound the alarm siren five times at 3-second intervals, each time for 1 second, followed by a 10-second wait before closing the blinds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""i := 0\ntriggered := false\nif (triggered == false) {\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\ntriggered = true\n}\nif (triggered == true) {\nif (i < 5) {\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\ni = i + 1\n} else {\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\nbreak\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#LightSensor).lightSensor_illuminance < 100.0) {\\n(#clock).clock_delay(5000)\\n(#LED).ledController_turnOn()\\n""}",0.636,,,,,,,,,0.0,0.0,
386,4,1,11,"실시간으로 확인하여 움직임이 감지되면 5초 대기 후 조명을 켜고, 10초 후 커튼을 열고, 15초 후 펌프가 꺼져 있으면 펌프를 켜 줘.","Check in real-time and turn on the lights after 5 seconds if motion is detected, open the curtains after 10 seconds, turn on the pump if it's off after 15 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#MotionSensor).motionSensor_motion == \""active\"")\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\n(#Clock).clock_delay(15000)\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\\n(#clock).clock_delay(10000)\\n(#Ventilator).ventilatorOperatingState_startVentilating()""}",0.695,0.0,,,,5.2999 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nwait until((#MotionSensor).motionSensor_motion == \""active\"")\n(#clock).clock_delay(5000)\n(#Light).switch_on()\n(#clock).clock_delay(5000)\n(#Curtain).curtain_open()\n(#clock).clock_delay(5000)\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n}\n""}",13.1304 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\naction := false\nif (action == false) {\nwait until((#MotionSensor).motionSensor_motion == \""active\"")\naction = true\n}\nif (action == true) {\n(#clock).clock_delay(5000)\n(#Light).switch_on()\n(#clock).clock_delay(5000)\n(#Curtain).curtain_open()\n(#clock).clock_delay(5000)\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n}\nbreak\n}\n""}",0.6,0.7,0.926
387,3,1,11,"1월 1일에, 실시간으로 확인하여 조명이 꺼지면 3초 대기 후 펌프를 끄고, 5초 후 블라인드를 닫으며, 추가로 7초 후 조명을 다시 켠 다음 알람의 사이렌을 울려 줘.","On January 1, check in real-time and when the lights turns off, wait 3 seconds, turn off the pump, close the blinds after 5 seconds, turn the lights back on after an additional 7 seconds, and sound the alarm's siren.", ,,"{""name"": ""Scenario1"", ""cron"": ""0 0 1 1 *"", ""period"": 0, ""code"": ""wait until((#Light).switch_switch == \""off\"")\nif (((#Clock).clock_month == 1) and ((#Clock).clock_day == 1)) {\n(#Clock).clock_delay(3000)\n(#Pump).switch_off()\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(7000)\n(#Light).switch_on()\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).window_isOpen == true) {\\n(#clock).clock_delay(5000)\\n(#Curtain).curtain_control_closeCurtain()\\n(#clock).clock_delay(10000)\\n(#Blind).blind_control_closeBlind()\\n""}",0.305,0.0,,,,6.4614 seconds,"{""name"": ""Scenario1"",""cron"": ""0 0 1 1 *"",""period"": -1,""code"": ""\nwait until((#Light).switch_switch == \""off\"")\n(#clock).clock_delay(3000)\n(#Pump).switch_off()\n(#clock).clock_delay(5000)\n(#Blind).blind_close()\n(#clock).clock_delay(7000)\n(#Light).switch_on()\n(#Alarm).alarm_siren()\n""}",11.0266 seconds,"{""name"": ""Scenario1"",""cron"": ""0 0 1 1 *"",""period"": -1,""code"": ""\nwait until((#Light).switch_switch == \""off\"")\n(#clock).clock_delay(3000)\n(#Pump).switch_off()\n(#clock).clock_delay(5000)\n(#Blind).blind_close()\n(#clock).clock_delay(7000)\n(#Light).switch_on()\n(#Alarm).alarm_siren()\n""}",0.7,0.9,0.396
388,7,0,11,"10초마다 확인하여 토양 습도 센서의 값이 두 번 연속으로 30% 이하가 된 다음, 그 상태가 1분 이상 유지되면 블라인드를 닫고 5초 후 ‘알람’이라고 두 번 말해 줘.","Check every 10 seconds to see if the soil moisture sensor reads 30% or less twice in a row, and if it stays that way for more than a minute, close the blinds and announce ""alarm"" twice via the speaker after 5 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""elapsed10s := 0\npreviousLow := false\nconfirmedLow := false\nmonitoring := false\nduration := 0\nexecuted := false\n\nif (executed == false) {\nif (monitoring == false) {\nelapsed10s = elapsed10s + 100\nif (elapsed10s >= 10000) {\ncurrent = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((current <= 30.0) and (previousLow == true)) {\nconfirmedLow = true\nmonitoring = true\n} else {\nconfirmedLow = false\n}\npreviousLow = (current <= 30.0)\nelapsed10s = 0\n}\n} else {\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) {\nduration = duration + 100\nif (duration >= 60000) {\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\n(#Speaker).mediaPlayback_speak(\""alarm\"")\n(#Speaker).mediaPlayback_speak(\""alarm\"")\nexecuted = true\nbreak\n}\n} else {\nduration = 0\n}\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Light).switch_switch ==""}",1.0,,,,,,,,,0.0,0.0,
389,7,0,11,"실시간으로 확인하여 커튼이 5초 연속 닫혀 있으면 커튼을 열고, 이후 10초 동안 움직임이 감지되지 않으면 조명을 꺼 줘.","Check in real-time to open the curtains if they've been closed for 5 consecutive seconds, and turn off the lights if no motion is detected for the next 10 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""closedDuration := 0\nnoMotionDuration := 0\nphase := 0\n\nif (phase == 0) {\nif ((#Curtain).curtain_curtain == \""closed\"") {\nclosedDuration = closedDuration + 100\nif (closedDuration >= 5000) {\n(#Curtain).curtain_open()\nphase = 1\n}\n} else {\nclosedDuration = 0\n}\n} else if (phase == 1) {\nif ((#MotionSensor).motionSensor_motion == \""inactive\"") {\nnoMotionDuration = noMotionDuration + 100\nif (noMotionDuration >= 10000) {\n(#Light).switch_off()\nbreak\n}\n} else {\nnoMotionDuration = 0\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Light).light_switchOff()\\n(#clock).clock_delay(7000)\\n(#Light).light_switchOn()\\n(#clock).clock_delay(5000)""}",0.328,,,,,,,,,0.0,0.0,
390,7,0,11,"조명이 켜지면 1초 간격으로 조명을 3번 깜빡이고, 이후 5초 대기 후 스피커를 켜고, 그 다음부터는 실시간으로 확인하여 에어컨이 꺼지면 10초 후 켜 줘.","When the lights come on, blink the lights 3 times at 1 second intervals, wait 5 seconds before turning on the speakers, and from then on, check in real-time to turn on the air conditioner 10 seconds after it turns off.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""phase := 0\ncount := 0\nif (phase == 0) {\nwait until((#Light).switch_switch == \""on\"")\nphase = 1\n} else if (phase == 1) {\nif (count < 3) {\n(#Light).switch_toggle()\n(#Clock).clock_delay(1000)\ncount = count + 1\n} else {\n(#Clock).clock_delay(5000)\n(#Speaker).switch_on()\nphase = 2\n}\n} else if (phase == 2) {\nwait until((#AirConditioner).switch_switch == \""off\"")\n(#Clock).clock_delay(10000)\n(#AirConditioner).switch_on()\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Door).door_isClosed == true) {\\n(#clock).clock_delay(5000)\\nif ((#Window).window_isOpened == false) {\\n(#Blind).blind_open()\\n""}",0.353,,,,,,,,,0.0,0.0,
391,4,1,11,"에어컨이 켜지면 5초 후 블라인드를 닫고, 5초 더 기다린 후 커튼이 열려 있으면 커튼을 닫고, 이후 10초 후 조명 밝기를 10퍼센트로 낮춰 줘.","When the air conditioner turns on, close the blinds after five seconds, wait another five seconds and close the curtains if they're open, and then turn the lights down to 10 percent brightness after 10 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#AirConditioner).switch_switch == \""on\"")\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n(#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10, 1)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Curtain).curtain_state ==""}",0.867,0.0,,,,6.7611 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nwait until((#AirConditioner).switch_switch == \""on\"")\n(#clock).clock_delay(5000)\n(#Blind).blind_close()\n(#clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n(#Curtain).curtain_close()\n}\n(#clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10)\n""}",12.8853 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nwait until((#AirConditioner).switch_switch == \""on\"")\n(#clock).clock_delay(5000)\n(#Blind).blind_close()\n(#clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n(#Curtain).curtain_close()\n}\n(#clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10,0)\nbreak\n""}",0.9,0.9,0.95
392,7,0,11,"실시간으로 확인하여 문이 열린 후 10초 동안 움직임이 감지되지 않으면 경광등을 켜고, 5초 후 조명을 최대 밝기로 켜 줘.","Check in real-time to turn on the alarm's strobe if no motion is detected for 10 seconds after the door is opened, and turn on the lights to full brightness after 5 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""phase := 0\nnoMotionDuration := 0\n\nif (phase == 0) {\nwait until((#DoorLock).doorControl_door == \""open\"")\nphase = 1\n} else if (phase == 1) {\nif ((#MotionSensor).motionSensor_motion == \""inactive\"") {\nnoMotionDuration = noMotionDuration + 100\nif (noMotionDuration >= 10000) {\n(#Alarm).alarm_strobe()\n(#Clock).clock_delay(5000)\n(#Light).switchLevel_setLevel(100, 0)\nbreak\n}\n} else {\nnoMotionDuration = 0\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""while (true) {       (#SoilMoistureSensor).soilHumidityMeasurement_soilMoisture = (#SoilMoistureSensor).soilHumidityMeasurement_getSoilMoisture()       if ((#SoilMoistureSensor).soilHumidityMeasurement_soilMoisture < 30.0) {         (#Irrigator).irrigatorOperatingState_startWatering()         if ((#Thermometer).thermometerMeasurement_temperature >= 35.0) {           (#Irrigator).irrigatorOperatingState_stopWatering()           break""}",0.376,,,,,,,,,0.0,0.0,
393,8,1,13,섹터 에이에 있는 선풍기를 꺼 줘.,Turn off the fan in sector A.,"{
  ""sectorA_fan_2"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""even"", ""Fan""]
  },
  ""sectorA_fan_4"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""even"", ""Fan""]
  },
  ""sectorB_fan_1"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""odd"", ""Fan""]
  },
  ""sectorB_fan_3"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""odd"", ""Fan""]
  },
  ""sectorC_fan_1"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorC"", ""odd"", ""Fan""]
  },
  ""sectorC_fan_5"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorC"", ""odd"", ""Fan""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SectorA #Fan).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""count := 0     while (count < 10) {       (#Light).switch_on()       (#clock).delay(3000)       (#Light).switch_off()       (#clock).delay(3000)       if ((#RainSensor).rainSensor_isRaining == true) {         break""}",0.269,0.0,,"{'sectorA_fan_2': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorA_fan_4': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorB_fan_1': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorB_fan_3': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorC_fan_1': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'sectorC_fan_5': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}}",,1.0790 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#SectorA #Fan).switch_off()""}",4.4782 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#SectorA #Fan).switch_off()""}",1.0,1.0,1.0
394,8,1,13,섹터 비와 섹터 에이에 있는 선풍기가 모두 켜져 있으면 홀수 태그가 붙은 블라인드 중 하나를 닫아 줘.,"If the fans in Sector B and Sector A are both on, close one of the odd-tagged blinds.","{
  ""sectorA_fan_2"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""even"", ""Fan""]
  },
  ""sectorA_fan_4"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""even"", ""Fan""]
  },
  ""sectorB_fan_1"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""odd"", ""Fan""]
  },
  ""sectorB_fan_3"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""odd"", ""Fan""]
  },
  ""sectorC_fan_5"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorC"", ""odd"", ""Fan""]
  },
  ""sectorC_fan_7"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorC"", ""odd"", ""Fan""]
  },
  ""wall_blind_1"": {
    ""category"": ""Blind"",
    ""tags"": [""Wall"", ""odd"", ""Blind""]
  },
  ""wall_blind_3"": {
    ""category"": ""Blind"",
    ""tags"": [""Wall"", ""odd"", ""Blind""]
  },
  ""wall_blind_2"": {
    ""category"": ""Blind"",
    ""tags"": [""Wall"", ""even"", ""Blind""]
  },
  ""wall_blind_4"": {
    ""category"": ""Blind"",
    ""tags"": [""Wall"", ""even"", ""Blind""]
  },
  ""center_blind_main"": {
    ""category"": ""Blind"",
    ""tags"": [""Center"", ""Blind""]
  },
  ""center_blind_aux"": {
    ""category"": ""Blind"",
    ""tags"": [""Center"", ""Blind""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Fan #SectorA).switch_switch == \""on\"") and (all(#Fan #SectorB).switch_switch == \""on\"")) {\n(#Odd #Blind).blind_close()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""isOn := false     while (true) {       if ((#HumiditySensor).humidityMeasurement_humidity >= 80) {         break""}",0.576,0.0,,"{'sectorA_fan_2': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorA_fan_4': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorB_fan_1': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorB_fan_3': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorC_fan_5': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'sectorC_fan_7': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'wall_blind_1': {'category': 'Blind', 'tags': ['Wall', 'odd', 'Blind']}, 'wall_blind_3': {'category': 'Blind', 'tags': ['Wall', 'odd', 'Blind']}, 'wall_blind_2': {'category': 'Blind', 'tags': ['Wall', 'even', 'Blind']}, 'wall_blind_4': {'category': 'Blind', 'tags': ['Wall', 'even', 'Blind']}, 'center_blind_main': {'category': 'Blind', 'tags': ['Center', 'Blind']}, 'center_blind_aux': {'category': 'Blind', 'tags': ['Center', 'Blind']}}",,3.3017 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((all(#Fan #SectorA).switch_switch == \""on\"") and (all(#Fan #SectorB).switch_switch == \""on\"")) {\n(#Blind #odd).blind_close()\n}\n""}",6.6246 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nif ((#Fan #SectorA).switch_switch == \""on\"" and (#Fan #SectorB).switch_switch == \""on\"") {\n(#Odd #Blind).blind_close()\nbreak\n}\n""}",0.95,0.8,0.974
